DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	Price	Currency	UpdateTime
2023-03-01 02:00:00.000	PT60M	10YCS-SERBIATSOV	BZN	RS BZN	RS	120.97	EUR	2023-02-28 10:35:48.048
2023-03-01 06:00:00.000	PT60M	10YCS-SERBIATSOV	BZN	RS BZN	RS	179.84	EUR	2023-02-28 10:35:48.048
2023-03-01 10:00:00.000	PT60M	10YCS-SERBIATSOV	BZN	RS BZN	RS	146.95	EUR	2023-02-28 10:35:48.048
2023-03-01 14:00:00.000	PT60M	10YCS-SERBIATSOV	BZN	RS BZN	RS	146.02	EUR	2023-02-28 10:35:48.048
2023-03-01 18:00:00.000	PT60M	10YCS-SERBIATSOV	BZN	RS BZN	RS	185.05	EUR	2023-02-28 10:35:48.048
2023-03-01 22:00:00.000	PT60M	10YCS-SERBIATSOV	BZN	RS BZN	RS	132.76	EUR	2023-02-28 10:35:48.048
2023-03-01 00:45:00.000	PT15M	10Y1001A1001A82H	BZN	DE-LU BZN	DE_LU	144.91	EUR	2023-02-28 10:48:53.053
2023-03-01 01:45:00.000	PT15M	10Y1001A1001A82H	BZN	DE-LU BZN	DE_LU	115.10	EUR	2023-02-28 10:48:53.053
2023-03-01 02:45:00.000	PT15M	10Y1001A1001A82H	BZN	DE-LU BZN	DE_LU	128.76	EUR	2023-02-28 10:48:53.053
2023-03-01 03:45:00.000	PT15M	10Y1001A1001A82H	BZN	DE-LU BZN	DE_LU	130.39	EUR	2023-02-28 10:48:53.053
2023-03-01 04:45:00.000	PT15M	10Y1001A1001A82H	BZN	DE-LU BZN	DE_LU	196.52	EUR	2023-02-28 10:48:53.053
2023-03-01 05:45:00.000	PT15M	10Y1001A1001A82H	BZN	DE-LU BZN	DE_LU	219.93	EUR	2023-02-28 10:48:53.053
2023-03-01 06:45:00.000	PT15M	10Y1001A1001A82H	BZN	DE-LU BZN	DE_LU	174.97	EUR	2023-02-28 10:48:53.053
2023-03-01 07:45:00.000	PT15M	10Y1001A1001A82H	BZN	DE-LU BZN	DE_LU	129.94	EUR	2023-02-28 10:48:53.053
2023-03-01 08:45:00.000	PT15M	10Y1001A1001A82H	BZN	DE-LU BZN	DE_LU	90.38	EUR	2023-02-28 10:48:53.053
2023-03-01 09:45:00.000	PT15M	10Y1001A1001A82H	BZN	DE-LU BZN	DE_LU	86.98	EUR	2023-02-28 10:48:53.053
2023-03-01 10:45:00.000	PT15M	10Y1001A1001A82H	BZN	DE-LU BZN	DE_LU	104.95	EUR	2023-02-28 10:48:53.053
2023-03-01 11:45:00.000	PT15M	10Y1001A1001A82H	BZN	DE-LU BZN	DE_LU	100.08	EUR	2023-02-28 10:48:53.053
2023-03-01 12:45:00.000	PT15M	10Y1001A1001A82H	BZN	DE-LU BZN	DE_LU	120.06	EUR	2023-02-28 10:48:53.053
2023-03-01 13:45:00.000	PT15M	10Y1001A1001A82H	BZN	DE-LU BZN	DE_LU	135.06	EUR	2023-02-28 10:48:53.053
2023-03-01 14:45:00.000	PT15M	10Y1001A1001A82H	BZN	DE-LU BZN	DE_LU	179.90	EUR	2023-02-28 10:48:53.053
2023-03-01 15:45:00.000	PT15M	10Y1001A1001A82H	BZN	DE-LU BZN	DE_LU	214.91	EUR	2023-02-28 10:48:53.053
2023-03-01 16:45:00.000	PT15M	10Y1001A1001A82H	BZN	DE-LU BZN	DE_LU	214.92	EUR	2023-02-28 10:48:53.053
2023-03-01 17:45:00.000	PT15M	10Y1001A1001A82H	BZN	DE-LU BZN	DE_LU	184.26	EUR	2023-02-28 10:48:53.053
2023-03-01 18:45:00.000	PT15M	10Y1001A1001A82H	BZN	DE-LU BZN	DE_LU	160.03	EUR	2023-02-28 10:48:53.053
2023-03-01 19:45:00.000	PT15M	10Y1001A1001A82H	BZN	DE-LU BZN	DE_LU	130.04	EUR	2023-02-28 10:48:53.053
2023-03-01 20:45:00.000	PT15M	10Y1001A1001A82H	BZN	DE-LU BZN	DE_LU	115.06	EUR	2023-02-28 10:48:53.053
2023-03-01 21:45:00.000	PT15M	10Y1001A1001A82H	BZN	DE-LU BZN	DE_LU	110.00	EUR	2023-02-28 10:48:53.053
2023-03-01 22:45:00.000	PT15M	10Y1001A1001A82H	BZN	DE-LU BZN	DE_LU	105.05	EUR	2023-02-28 10:48:53.053
2023-03-01 03:00:00.000	PT60M	50Y0JVU59B4JWQCU	BZN	NO2NSL	NO2NSL	113.86	EUR	2023-02-28 11:03:08.008
