DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	Price	Currency	UpdateTime
2021-08-01 03:00:00.000	PT60M	10YCS-SERBIATSOV	BZN	RS BZN	RS	42.12	EUR	2021-07-31 10:32:00
2021-08-01 07:00:00.000	PT60M	10YCS-SERBIATSOV	BZN	RS BZN	RS	77.02	EUR	2021-07-31 10:32:00
2021-08-01 11:00:00.000	PT60M	10YCS-SERBIATSOV	BZN	RS BZN	RS	74.95	EUR	2021-07-31 10:32:00
2021-08-01 15:00:00.000	PT60M	10YCS-SERBIATSOV	BZN	RS BZN	RS	77.05	EUR	2021-07-31 10:32:00
2021-08-01 19:00:00.000	PT60M	10YCS-SERBIATSOV	BZN	RS BZN	RS	109.46	EUR	2021-07-31 10:32:00
2021-08-01 01:00:00.000	PT60M	10YCH-SWISSGRIDZ	BZN	CH BZN	CH	51.43	EUR	2021-07-31 12:02:50
2021-08-01 05:00:00.000	PT60M	10YCH-SWISSGRIDZ	BZN	CH BZN	CH	58.11	EUR	2021-07-31 12:02:50
2021-08-01 09:00:00.000	PT60M	10YCH-SWISSGRIDZ	BZN	CH BZN	CH	58.93	EUR	2021-07-31 12:02:50
2021-08-01 13:00:00.000	PT60M	10YCH-SWISSGRIDZ	BZN	CH BZN	CH	45.76	EUR	2021-07-31 12:02:50
2021-08-01 17:00:00.000	PT60M	10YCH-SWISSGRIDZ	BZN	CH BZN	CH	78.06	EUR	2021-07-31 12:02:50
2021-08-01 21:00:00.000	PT60M	10YCH-SWISSGRIDZ	BZN	CH BZN	CH	69.66	EUR	2021-07-31 12:02:50
2021-08-01 03:00:00.000	PT60M	10YUA-WEPS-----0	BZN	UA-BEI BZN	UA_BEI	959.12	UAH	2021-07-31 12:03:26
2021-08-01 07:00:00.000	PT60M	10YUA-WEPS-----0	BZN	UA-BEI BZN	UA_BEI	1991.02	UAH	2021-07-31 12:03:26
2021-08-01 11:00:00.000	PT60M	10YUA-WEPS-----0	BZN	UA-BEI BZN	UA_BEI	1991.02	UAH	2021-07-31 12:03:26
2021-08-01 15:00:00.000	PT60M	10YUA-WEPS-----0	BZN	UA-BEI BZN	UA_BEI	1991.03	UAH	2021-07-31 12:03:26
2021-08-01 19:00:00.000	PT60M	10YUA-WEPS-----0	BZN	UA-BEI BZN	UA_BEI	1991.03	UAH	2021-07-31 12:03:26
2021-08-01 02:00:00.000	PT60M	10Y1001C--000182	BZN	UA-IPS BZN	UA_IPS	892.45	UAH	2021-07-31 12:03:26
2021-08-01 06:00:00.000	PT60M	10Y1001C--000182	BZN	UA-IPS BZN	UA_IPS	1669.00	UAH	2021-07-31 12:03:26
2021-08-01 10:00:00.000	PT60M	10Y1001C--000182	BZN	UA-IPS BZN	UA_IPS	1690.00	UAH	2021-07-31 12:03:26
2021-08-01 14:00:00.000	PT60M	10Y1001C--000182	BZN	UA-IPS BZN	UA_IPS	3115.00	UAH	2021-07-31 12:03:26
2021-08-01 18:00:00.000	PT60M	10Y1001C--000182	BZN	UA-IPS BZN	UA_IPS	4000.00	UAH	2021-07-31 12:03:26
2021-08-01 01:00:00.000	PT60M	10YES-REE------0	BZN	ES BZN	ES	72.99	EUR	2021-07-31 12:47:37
2021-08-01 05:00:00.000	PT60M	10YES-REE------0	BZN	ES BZN	ES	76.01	EUR	2021-07-31 12:47:37
2021-08-01 09:00:00.000	PT60M	10YES-REE------0	BZN	ES BZN	ES	65.09	EUR	2021-07-31 12:47:37
2021-08-01 13:00:00.000	PT60M	10YES-REE------0	BZN	ES BZN	ES	64.99	EUR	2021-07-31 12:47:37
2021-08-01 17:00:00.000	PT60M	10YES-REE------0	BZN	ES BZN	ES	81.00	EUR	2021-07-31 12:47:37
2021-08-01 21:00:00.000	PT60M	10YES-REE------0	BZN	ES BZN	ES	105.88	EUR	2021-07-31 12:47:37
2021-08-01 03:00:00.000	PT60M	10YPT-REN------W	BZN	PT BZN	PT	75.35	EUR	2021-07-31 13:02:12
2021-08-01 07:00:00.000	PT60M	10YPT-REN------W	BZN	PT BZN	PT	69.74	EUR	2021-07-31 13:02:12
2021-08-01 11:00:00.000	PT60M	10YPT-REN------W	BZN	PT BZN	PT	69.49	EUR	2021-07-31 13:02:12
2021-08-01 15:00:00.000	PT60M	10YPT-REN------W	BZN	PT BZN	PT	64.10	EUR	2021-07-31 13:02:12
2021-08-01 19:00:00.000	PT60M	10YPT-REN------W	BZN	PT BZN	PT	108.41	EUR	2021-07-31 13:02:12
2021-08-01 01:00:00.000	PT60M	10Y1001A1001A39I	BZN	EE BZN	EE	46.06	EUR	2021-07-31 13:02:13
2021-08-01 05:00:00.000	PT60M	10Y1001A1001A39I	BZN	EE BZN	EE	46.78	EUR	2021-07-31 13:02:13
2021-08-01 09:00:00.000	PT60M	10Y1001A1001A39I	BZN	EE BZN	EE	59.25	EUR	2021-07-31 13:02:13
2021-08-01 13:00:00.000	PT60M	10Y1001A1001A39I	BZN	EE BZN	EE	51.35	EUR	2021-07-31 13:02:13
2021-08-01 17:00:00.000	PT60M	10Y1001A1001A39I	BZN	EE BZN	EE	75.92	EUR	2021-07-31 13:02:13
2021-08-01 21:00:00.000	PT60M	10Y1001A1001A39I	BZN	EE BZN	EE	58.85	EUR	2021-07-31 13:02:13
