DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	Price	Currency	UpdateTime
2019-10-12 22:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	33.40	EUR	2019-10-12 13:16:51
2019-10-12 23:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	33.38	EUR	2019-10-12 13:16:51
2019-10-13 00:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	33.26	EUR	2019-10-12 13:16:51
2019-10-13 01:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	33.29	EUR	2019-10-12 13:16:51
2019-10-13 02:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	33.41	EUR	2019-10-12 13:16:51
2019-10-13 03:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	33.83	EUR	2019-10-12 13:16:51
2019-10-13 04:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	33.80	EUR	2019-10-12 13:16:51
2019-10-13 05:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	34.31	EUR	2019-10-12 13:16:51
2019-10-13 06:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	35.07	EUR	2019-10-12 13:16:51
2019-10-13 07:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	35.80	EUR	2019-10-12 13:16:51
2019-10-13 08:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	36.33	EUR	2019-10-12 13:16:51
2019-10-13 09:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	36.32	EUR	2019-10-12 13:16:51
2019-10-13 10:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	36.27	EUR	2019-10-12 13:16:51
2019-10-13 11:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	35.90	EUR	2019-10-12 13:16:51
2019-10-13 12:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	35.82	EUR	2019-10-12 13:16:51
2019-10-13 13:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	35.80	EUR	2019-10-12 13:16:51
2019-10-13 14:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	35.98	EUR	2019-10-12 13:16:51
2019-10-13 15:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	36.94	EUR	2019-10-12 13:16:51
2019-10-13 16:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	37.36	EUR	2019-10-12 13:16:51
2019-10-13 17:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	37.40	EUR	2019-10-12 13:16:51
2019-10-13 18:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	35.92	EUR	2019-10-12 13:16:51
2019-10-13 19:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	35.48	EUR	2019-10-12 13:16:51
2019-10-13 20:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	34.81	EUR	2019-10-12 13:16:51
2019-10-13 21:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	33.80	EUR	2019-10-12 13:16:51
2019-10-13 22:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	31.75	EUR	2019-10-13 13:16:49
2019-10-13 23:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	28.96	EUR	2019-10-13 13:16:49
2019-10-14 00:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	28.18	EUR	2019-10-13 13:16:49
2019-10-14 01:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	30.04	EUR	2019-10-13 13:16:49
2019-10-14 02:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	31.74	EUR	2019-10-13 13:16:49
2019-10-14 03:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	33.18	EUR	2019-10-13 13:16:49
2019-10-14 04:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	35.27	EUR	2019-10-13 13:16:49
2019-10-14 05:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	39.02	EUR	2019-10-13 13:16:49
2019-10-14 06:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	39.76	EUR	2019-10-13 13:16:49
2019-10-14 07:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	39.49	EUR	2019-10-13 13:16:49
2019-10-14 08:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	39.57	EUR	2019-10-13 13:16:49
2019-10-14 09:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	39.42	EUR	2019-10-13 13:16:49
2019-10-14 10:00:00.000	PT60M	10Y1001A1001A44P	BZN	SE1 BZN	SE1	39.56	EUR	2019-10-13 13:16:49
